ride_id,rider_id,driver_id,ride_date,pickup_location,drop_location,distance_km,ride_status,pickup_time,dropoff_time
343,203,339,2025-03-19 13:21:54,"Koramangala, Bangalore","Whitefield, Bangalore",12.55,Completed,2025-03-20 06:26:54,2025-03-20 06:52:00.000
344,581,74,2025-07-10 14:48:45,"MG Road, Bangalore","Koramangala, Bangalore",6.21,Completed,2025-07-11 05:52:45,2025-07-11 06:05:10.200
345,214,148,2025-09-22 18:43:25,"Ghatkopar, Mumbai","Juhu, Mumbai",20.43,Cancelled,2025-09-22 22:22:25,2025-09-22 23:03:16.600
346,123,296,2026-02-17 00:25:44,"Yelahanka, Bangalore","Jayanagar, Bangalore",21.82,Completed,2026-02-17 14:47:44,2026-02-17 15:31:22.400
347,17,323,2026-01-12 22:03:36,"Banjara Hills, Hyderabad","Madhapur, Hyderabad",10.01,Completed,2026-01-13 04:36:36,2026-01-13 04:56:37.200
348,108,104,2025-10-06 20:31:39,"Hitech City, Hyderabad","Ameerpet, Hyderabad",11.19,Completed,2025-10-07 02:53:39,2025-10-07 03:16:01.800
349,517,219,2025-10-15 02:08:01,"Hitech City, Hyderabad","Madhapur, Hyderabad",18.92,Completed,2025-10-15 12:57:01,2025-10-15 13:34:51.400
350,100,95,2025-09-11 01:06:19,"Yelahanka, Bangalore","Jayanagar, Bangalore",24.66,Cancelled,2025-09-11 09:22:19,2025-09-11 10:11:38.200
351,187,313,2025-05-27 09:36:45,"Kalyani Nagar, Pune","Hinjewadi, Pune",10.57,Cancelled,2025-05-28 00:35:45,2025-05-28 00:56:53.400
352,406,112,2025-10-18 15:53:31,"Juhu, Mumbai","Ghatkopar, Mumbai",21.71,Completed,2025-10-19 12:51:31,2025-10-19 13:34:56.200
353,433,180,2025-08-07 14:55:29,"Shivajinagar, Pune","Viman Nagar, Pune",6.46,Cancelled,2025-08-08 04:25:29,2025-08-08 04:38:24.200
354,582,129,2025-12-27 15:53:41,"Gachibowli, Hyderabad","Madhapur, Hyderabad",9.75,Completed,2025-12-28 05:24:41,2025-12-28 05:44:11.000
355,255,215,2025-12-18 22:09:30,"Kukatpally, Hyderabad","Ameerpet, Hyderabad",16.14,Completed,2025-12-19 20:26:30,2025-12-19 20:58:46.800
356,520,82,2025-03-17 07:48:55,"Karol Bagh, Delhi","Vasant Kunj, Delhi",21.71,Completed,2025-03-17 21:36:55,2025-03-17 22:20:20.200
357,26,132,2026-01-14 15:15:17,"Kukatpally, Hyderabad","Banjara Hills, Hyderabad",17.72,Cancelled,2026-01-15 08:46:17,2026-01-15 09:21:43.400
358,451,272,2026-02-12 23:24:38,"Indiranagar, Bangalore","Koramangala, Bangalore",7.95,Completed,2026-02-13 18:31:38,2026-02-13 18:47:32.000
359,499,73,2025-05-02 08:25:01,"Aundh, Pune","Kalyani Nagar, Pune",23.42,Completed,2025-05-03 00:23:01,2025-05-03 01:09:51.400
360,90,101,2025-05-21 19:34:17,"Hebbal, Bangalore","Indiranagar, Bangalore",22.3,Completed,2025-05-21 21:19:17,2025-05-21 22:03:53.000
361,60,24,2025-10-26 10:54:58,"Yelahanka, Bangalore","Indiranagar, Bangalore",16.55,Cancelled,2025-10-26 18:28:58,2025-10-26 19:02:04.000
362,3,151,2025-08-10 17:54:34,"Rajouri Garden, Delhi","Dwarka, Delhi",17.98,Cancelled,2025-08-11 12:46:34,2025-08-11 13:22:31.600
363,595,268,2025-05-09 06:03:50,"MG Road, Bangalore","Yelahanka, Bangalore",6.37,Completed,2025-05-09 10:42:50,2025-05-09 10:55:34.400
364,4,44,2026-01-12 14:56:32,"Jayanagar, Bangalore","Indiranagar, Bangalore",5.41,Completed,2026-01-13 09:06:32,2026-01-13 09:17:21.200
365,165,142,2025-07-31 13:16:46,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",17.24,Completed,2025-07-31 13:36:46,2025-07-31 14:11:14.800
366,117,107,2025-04-20 01:17:30,"Koregaon Park, Pune","Hinjewadi, Pune",23.35,Completed,2025-04-20 23:34:30,2025-04-21 00:21:12.000
367,227,348,2025-12-06 19:36:07,"Gachibowli, Hyderabad","Hitech City, Hyderabad",3.59,Cancelled,2025-12-07 05:25:07,2025-12-07 05:35:07.000
368,115,23,2025-07-08 05:08:11,"Vasant Kunj, Delhi","Saket, Delhi",3.0,Completed,2025-07-08 08:34:11,2025-07-08 08:44:11.000
369,453,279,2025-04-28 13:54:59,"Indiranagar, Bangalore","Jayanagar, Bangalore",14.57,Completed,2025-04-28 16:36:59,2025-04-28 17:06:07.400
370,411,197,2025-04-30 19:57:14,"Jayanagar, Bangalore","Indiranagar, Bangalore",18.43,Completed,2025-05-01 15:15:14,2025-05-01 15:52:05.600
371,502,1,2025-06-27 15:27:01,"Vasant Kunj, Delhi","Dwarka, Delhi",2.17,Completed,2025-06-28 07:28:01,2025-06-28 07:38:01.000
372,322,22,2025-03-27 08:25:53,"Madhapur, Hyderabad","Kukatpally, Hyderabad",22.51,Completed,2025-03-27 23:57:53,2025-03-28 00:42:54.200
373,250,225,2025-03-04 16:23:49,"Colaba, Mumbai","Bandra, Mumbai",22.02,Completed,2025-03-05 02:44:49,2025-03-05 03:28:51.400
374,203,211,2025-07-02 14:48:33,"MG Road, Bangalore","Jayanagar, Bangalore",5.97,Completed,2025-07-03 00:12:33,2025-07-03 00:24:29.400
375,104,164,2025-04-22 19:57:16,"Rajouri Garden, Delhi","Lajpat Nagar, Delhi",14.58,Cancelled,2025-04-23 06:38:16,2025-04-23 07:07:25.600
376,290,338,2025-03-21 05:53:13,"Bandra, Mumbai","Dadar, Mumbai",5.76,Cancelled,2025-03-22 04:46:13,2025-03-22 04:57:44.200
377,66,47,2025-05-13 21:13:13,"Shivajinagar, Pune","Kalyani Nagar, Pune",10.79,Completed,2025-05-14 14:01:13,2025-05-14 14:22:47.800
378,20,328,2025-03-06 11:25:11,"Vasant Kunj, Delhi","Saket, Delhi",23.63,Completed,2025-03-06 20:19:11,2025-03-06 21:06:26.600
379,115,170,2025-05-25 16:33:40,"Karol Bagh, Delhi","Rajouri Garden, Delhi",3.48,Completed,2025-05-26 05:01:40,2025-05-26 05:11:40.000
380,581,311,2025-11-01 12:21:30,"Ghatkopar, Mumbai","Colaba, Mumbai",21.86,Completed,2025-11-02 05:18:30,2025-11-02 06:02:13.200
381,268,243,2025-04-17 06:10:07,"Hinjewadi, Pune","Kalyani Nagar, Pune",3.02,Completed,2025-04-17 16:28:07,2025-04-17 16:38:07.000
382,91,41,2025-03-23 09:48:46,"Ameerpet, Hyderabad","Gachibowli, Hyderabad",8.88,Completed,2025-03-24 03:56:46,2025-03-24 04:14:31.600
383,425,244,2025-09-10 10:20:30,"Shivajinagar, Pune","Hinjewadi, Pune",12.91,Completed,2025-09-10 20:30:30,2025-09-10 20:56:19.200
384,515,262,2025-08-24 07:39:49,"Connaught Place, Delhi","Karol Bagh, Delhi",15.56,Completed,2025-08-24 13:58:49,2025-08-24 14:29:56.200
385,259,252,2025-08-05 13:45:59,"Hebbal, Bangalore","Koramangala, Bangalore",24.26,Cancelled,2025-08-05 15:05:59,2025-08-05 15:54:30.200
386,323,142,2026-01-26 09:21:43,"Jayanagar, Bangalore","Hebbal, Bangalore",6.55,Completed,2026-01-26 18:47:43,2026-01-26 19:00:49.000
387,281,32,2025-08-22 08:43:43,"Bandra, Mumbai","Dadar, Mumbai",11.03,Completed,2025-08-22 22:15:43,2025-08-22 22:37:46.600
388,263,397,2025-03-20 02:02:41,"Hadapsar, Pune","Viman Nagar, Pune",21.6,Completed,2025-03-20 09:38:41,2025-03-20 10:21:53.000
389,317,167,2025-11-19 22:10:05,"Jayanagar, Bangalore","Indiranagar, Bangalore",16.75,Completed,2025-11-20 07:53:05,2025-11-20 08:26:35.000
390,237,88,2025-09-27 16:10:43,"Whitefield, Bangalore","Koramangala, Bangalore",15.78,Completed,2025-09-28 12:23:43,2025-09-28 12:55:16.600
391,547,197,2025-08-17 10:08:50,"Madhapur, Hyderabad","Secunderabad, Hyderabad",2.58,Completed,2025-08-18 00:52:50,2025-08-18 01:02:50.000
392,577,57,2025-03-08 22:34:17,"Ghatkopar, Mumbai","Powai, Mumbai",17.8,Completed,2025-03-08 23:39:17,2025-03-09 00:14:53.000
393,582,35,2025-09-14 13:37:16,"Powai, Mumbai","Bandra, Mumbai",20.31,Completed,2025-09-15 08:10:16,2025-09-15 08:50:53.200
394,547,35,2025-11-17 07:03:34,"Hadapsar, Pune","Hinjewadi, Pune",12.09,Completed,2025-11-18 02:41:34,2025-11-18 03:05:44.800
395,15,47,2026-02-04 03:28:43,"Aundh, Pune","Hinjewadi, Pune",21.18,Completed,2026-02-04 22:10:43,2026-02-04 22:53:04.600
396,194,88,2025-07-15 21:57:28,"Indiranagar, Bangalore","Hebbal, Bangalore",5.43,Completed,2025-07-16 05:26:28,2025-07-16 05:37:19.600
397,118,363,2025-05-17 09:15:12,"Madhapur, Hyderabad","Hitech City, Hyderabad",22.27,Cancelled,2025-05-17 19:37:12,2025-05-17 20:21:44.400
398,429,334,2025-07-08 21:27:12,"Jayanagar, Bangalore","MG Road, Bangalore",13.53,Completed,2025-07-09 05:26:12,2025-07-09 05:53:15.600
399,306,72,2025-04-08 12:04:39,"Indiranagar, Bangalore","Hebbal, Bangalore",3.05,Cancelled,2025-04-09 08:02:39,2025-04-09 08:12:39.000
400,149,114,2025-12-30 08:51:43,"Secunderabad, Hyderabad","Madhapur, Hyderabad",9.84,Completed,2025-12-30 10:28:43,2025-12-30 10:48:23.800
401,104,224,2026-02-21 06:39:11,"Banjara Hills, Hyderabad","Kukatpally, Hyderabad",20.03,Completed,2026-02-21 17:29:11,2026-02-21 18:09:14.600
402,464,275,2025-07-31 14:05:00,"Powai, Mumbai","Ghatkopar, Mumbai",1.56,Completed,2025-07-31 22:56:00,2025-07-31 23:06:00.000
403,122,354,2025-10-30 11:35:55,"Rajouri Garden, Delhi","Saket, Delhi",9.86,Completed,2025-10-30 18:19:55,2025-10-30 18:39:38.200
404,11,227,2025-04-02 11:13:38,"Koramangala, Bangalore","Jayanagar, Bangalore",11.49,Completed,2025-04-02 18:50:38,2025-04-02 19:13:36.800
405,462,23,2025-07-08 08:38:35,"Vasant Kunj, Delhi","Rajouri Garden, Delhi",1.18,Completed,2025-07-09 03:54:35,2025-07-09 04:04:35.000
406,506,32,2025-08-12 07:43:08,"Jayanagar, Bangalore","Whitefield, Bangalore",7.78,Completed,2025-08-12 20:08:08,2025-08-12 20:23:41.600
407,508,254,2025-10-31 16:49:42,"Juhu, Mumbai","Powai, Mumbai",9.37,Completed,2025-11-01 08:01:42,2025-11-01 08:20:26.400
408,439,143,2025-04-15 07:29:17,"Saket, Delhi","Connaught Place, Delhi",14.79,Completed,2025-04-15 10:01:17,2025-04-15 10:30:51.800
409,493,377,2025-07-17 09:07:30,"MG Road, Bangalore","Whitefield, Bangalore",15.56,Completed,2025-07-17 19:26:30,2025-07-17 19:57:37.200
410,246,8,2025-03-21 02:13:51,"Hadapsar, Pune","Aundh, Pune",2.43,Cancelled,2025-03-22 01:02:51,2025-03-22 01:12:51.000
411,434,63,2026-01-05 07:10:53,"Hinjewadi, Pune","Shivajinagar, Pune",17.85,Completed,2026-01-06 05:16:53,2026-01-06 05:52:35.000
412,173,146,2025-10-25 01:24:20,"Karol Bagh, Delhi","Connaught Place, Delhi",14.83,Completed,2025-10-26 00:38:20,2025-10-26 01:07:59.600
413,281,301,2025-09-08 00:39:09,"Koramangala, Bangalore","Indiranagar, Bangalore",10.38,Completed,2025-09-08 04:41:09,2025-09-08 05:01:54.600
414,37,327,2026-02-27 19:29:03,"Connaught Place, Delhi","Rajouri Garden, Delhi",4.69,Cancelled,2026-02-28 01:14:03,2026-02-28 01:24:03.000
415,90,5,2025-07-20 17:11:27,"Rajouri Garden, Delhi","Karol Bagh, Delhi",16.5,Cancelled,2025-07-20 22:26:27,2025-07-20 22:59:27.000
416,444,89,2025-08-27 04:00:55,"Madhapur, Hyderabad","Ameerpet, Hyderabad",24.61,Completed,2025-08-27 13:42:55,2025-08-27 14:32:08.200
417,147,169,2025-08-11 22:30:00,"Powai, Mumbai","Dadar, Mumbai",22.01,Cancelled,2025-08-12 10:54:00,2025-08-12 11:38:01.200
418,304,38,2025-03-08 13:16:30,"Indiranagar, Bangalore","Hebbal, Bangalore",4.91,Completed,2025-03-08 22:10:30,2025-03-08 22:20:30.000
419,146,251,2026-02-03 10:39:37,"Colaba, Mumbai","Dadar, Mumbai",17.52,Cancelled,2026-02-04 00:54:37,2026-02-04 01:29:39.400
420,548,345,2025-03-09 11:51:29,"Indiranagar, Bangalore","MG Road, Bangalore",24.85,Completed,2025-03-09 22:17:29,2025-03-09 23:07:11.000
421,584,9,2025-03-13 21:30:44,"Vasant Kunj, Delhi","Dwarka, Delhi",6.3,Completed,2025-03-13 23:00:44,2025-03-13 23:13:20.000
422,123,374,2025-09-07 18:36:42,"Kalyani Nagar, Pune","Shivajinagar, Pune",21.09,Cancelled,2025-09-08 07:14:42,2025-09-08 07:56:52.800
423,461,66,2025-10-16 01:03:21,"Bandra, Mumbai","Ghatkopar, Mumbai",1.99,Completed,2025-10-16 22:20:21,2025-10-16 22:30:21.000
424,444,391,2026-02-16 19:10:27,"Colaba, Mumbai","Bandra, Mumbai",10.25,Completed,2026-02-17 14:22:27,2026-02-17 14:42:57.000
425,590,54,2025-12-30 09:45:40,"Rajouri Garden, Delhi","Connaught Place, Delhi",22.0,Cancelled,2025-12-31 09:42:40,2025-12-31 10:26:40.000
426,177,216,2025-10-14 22:07:30,"Kalyani Nagar, Pune","Aundh, Pune",16.35,Completed,2025-10-15 14:02:30,2025-10-15 14:35:12.000
427,68,349,2025-10-14 04:02:22,"Secunderabad, Hyderabad","Madhapur, Hyderabad",12.34,Completed,2025-10-14 09:37:22,2025-10-14 10:02:02.800
428,115,330,2026-02-24 23:45:34,"Gachibowli, Hyderabad","Madhapur, Hyderabad",22.73,Completed,2026-02-25 00:32:34,2026-02-25 01:18:01.600
429,187,120,2025-05-16 06:49:59,"Hinjewadi, Pune","Kalyani Nagar, Pune",3.65,Completed,2025-05-16 13:29:59,2025-05-16 13:39:59.000
430,87,88,2025-05-22 13:43:40,"Banjara Hills, Hyderabad","Ameerpet, Hyderabad",10.38,Cancelled,2025-05-22 23:15:40,2025-05-22 23:36:25.600
431,393,338,2025-05-07 04:19:22,"Ameerpet, Hyderabad","Kukatpally, Hyderabad",10.75,Cancelled,2025-05-07 15:54:22,2025-05-07 16:15:52.000
432,231,308,2025-07-14 18:36:39,"Indiranagar, Bangalore","Whitefield, Bangalore",9.97,Cancelled,2025-07-14 21:57:39,2025-07-14 22:17:35.400
433,230,87,2025-04-28 18:01:31,"Andheri, Mumbai","Ghatkopar, Mumbai",3.05,Completed,2025-04-29 08:05:31,2025-04-29 08:15:31.000
434,406,391,2025-10-16 19:45:04,"Shivajinagar, Pune","Hadapsar, Pune",4.9,Completed,2025-10-17 08:06:04,2025-10-17 08:16:04.000
435,290,293,2025-06-21 01:38:55,"Dwarka, Delhi","Connaught Place, Delhi",9.28,Completed,2025-06-21 09:19:55,2025-06-21 09:38:28.600
436,74,62,2026-01-03 10:55:54,"MG Road, Bangalore","Hebbal, Bangalore",21.25,Cancelled,2026-01-03 23:34:54,2026-01-04 00:17:24.000
437,67,338,2026-02-27 07:03:30,"Aundh, Pune","Hinjewadi, Pune",22.68,Completed,2026-02-28 04:23:30,2026-02-28 05:08:51.600
438,514,311,2025-04-18 21:11:59,"Ameerpet, Hyderabad","Hitech City, Hyderabad",5.44,Cancelled,2025-04-19 03:34:59,2025-04-19 03:45:51.800
439,534,319,2025-10-28 06:03:24,"Hinjewadi, Pune","Shivajinagar, Pune",23.39,Completed,2025-10-28 15:01:24,2025-10-28 15:48:10.800
440,220,246,2025-07-10 18:43:34,"Lajpat Nagar, Delhi","Connaught Place, Delhi",14.29,Completed,2025-07-11 10:45:34,2025-07-11 11:14:08.800
441,347,86,2025-05-05 15:42:57,"Lajpat Nagar, Delhi","Rajouri Garden, Delhi",15.72,Completed,2025-05-06 00:28:57,2025-05-06 01:00:23.400
442,516,87,2025-05-13 18:31:29,"Gachibowli, Hyderabad","Madhapur, Hyderabad",14.51,Completed,2025-05-13 23:49:29,2025-05-14 00:18:30.200
443,556,312,2025-10-28 09:40:30,"Aundh, Pune","Hinjewadi, Pune",17.04,Completed,2025-10-29 08:18:30,2025-10-29 08:52:34.800
444,536,32,2025-12-29 06:52:17,"Viman Nagar, Pune","Hadapsar, Pune",6.56,Completed,2025-12-29 23:20:17,2025-12-29 23:33:24.200
445,110,117,2025-07-31 22:21:57,"Aundh, Pune","Hinjewadi, Pune",2.96,Completed,2025-08-01 06:13:57,2025-08-01 06:23:57.000
446,510,358,2025-03-18 06:20:32,"Connaught Place, Delhi","Saket, Delhi",15.06,Cancelled,2025-03-18 15:51:32,2025-03-18 16:21:39.200
447,513,126,2026-02-25 21:33:26,"MG Road, Bangalore","Whitefield, Bangalore",1.59,Completed,2026-02-26 05:49:26,2026-02-26 05:59:26.000
448,312,63,2026-01-10 12:55:47,"Ghatkopar, Mumbai","Juhu, Mumbai",14.57,Completed,2026-01-11 09:15:47,2026-01-11 09:44:55.400
449,504,378,2026-01-25 23:54:26,"Ghatkopar, Mumbai","Dadar, Mumbai",13.76,Completed,2026-01-26 18:43:26,2026-01-26 19:10:57.200
450,568,235,2025-10-29 07:28:45,"Hadapsar, Pune","Shivajinagar, Pune",4.24,Completed,2025-10-30 06:33:45,2025-10-30 06:43:45.000
451,198,184,2025-12-07 07:58:03,"Kukatpally, Hyderabad","Hitech City, Hyderabad",8.57,Completed,2025-12-07 13:46:03,2025-12-07 14:03:11.400
452,575,320,2025-04-30 16:06:28,"Dadar, Mumbai","Andheri, Mumbai",3.37,Cancelled,2025-04-30 17:10:28,2025-04-30 17:20:28.000
453,277,177,2025-08-15 08:19:00,"Lajpat Nagar, Delhi","Dwarka, Delhi",16.08,Cancelled,2025-08-15 13:40:00,2025-08-15 14:12:09.600
454,50,214,2025-06-23 21:21:11,"Hadapsar, Pune","Aundh, Pune",8.96,Completed,2025-06-24 08:52:11,2025-06-24 09:10:06.200
455,329,127,2026-02-04 12:18:31,"Yelahanka, Bangalore","Koramangala, Bangalore",12.52,Completed,2026-02-05 12:13:31,2026-02-05 12:38:33.400
456,139,303,2025-12-05 06:36:03,"Koramangala, Bangalore","Hebbal, Bangalore",7.23,Completed,2025-12-05 15:31:03,2025-12-05 15:45:30.600
457,292,224,2025-04-28 16:55:11,"Hadapsar, Pune","Shivajinagar, Pune",11.22,Cancelled,2025-04-29 00:22:11,2025-04-29 00:44:37.400
458,101,321,2025-12-20 14:50:53,"Rajouri Garden, Delhi","Vasant Kunj, Delhi",10.81,Completed,2025-12-20 19:38:53,2025-12-20 20:00:30.200
459,469,150,2026-01-28 09:57:26,"Koregaon Park, Pune","Kalyani Nagar, Pune",21.86,Cancelled,2026-01-28 20:01:26,2026-01-28 20:45:09.200
460,501,348,2025-09-13 08:50:33,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",24.59,Completed,2025-09-14 02:09:33,2025-09-14 02:58:43.800
461,443,227,2026-01-15 00:44:27,"Andheri, Mumbai","Ghatkopar, Mumbai",11.03,Completed,2026-01-15 04:56:27,2026-01-15 05:18:30.600
462,398,288,2025-12-26 12:05:25,"Shivajinagar, Pune","Kalyani Nagar, Pune",17.54,Completed,2025-12-27 11:20:25,2025-12-27 11:55:29.800
463,464,292,2025-05-01 02:35:10,"Whitefield, Bangalore","MG Road, Bangalore",22.6,Completed,2025-05-01 20:15:10,2025-05-01 21:00:22.000
464,30,352,2025-12-01 19:32:08,"Connaught Place, Delhi","Dwarka, Delhi",4.39,Completed,2025-12-02 03:43:08,2025-12-02 03:53:08.000
465,269,268,2025-05-22 05:29:36,"Kukatpally, Hyderabad","Gachibowli, Hyderabad",12.69,Completed,2025-05-23 03:30:36,2025-05-23 03:55:58.800
466,104,255,2026-02-18 00:40:36,"Andheri, Mumbai","Bandra, Mumbai",12.36,Cancelled,2026-02-18 08:39:36,2026-02-18 09:04:19.200
467,457,325,2026-01-18 02:46:27,"Hebbal, Bangalore","MG Road, Bangalore",10.73,Cancelled,2026-01-18 22:23:27,2026-01-18 22:44:54.600
468,441,146,2026-01-28 21:04:59,"Madhapur, Hyderabad","Ameerpet, Hyderabad",22.68,Completed,2026-01-29 19:35:59,2026-01-29 20:21:20.600
469,131,84,2025-03-28 04:14:31,"Saket, Delhi","Vasant Kunj, Delhi",2.62,Completed,2025-03-28 19:24:31,2025-03-28 19:34:31.000
470,316,156,2025-10-17 08:22:32,"Lajpat Nagar, Delhi","Vasant Kunj, Delhi",14.65,Completed,2025-10-18 08:14:32,2025-10-18 08:43:50.000
471,306,271,2025-10-03 20:13:37,"Secunderabad, Hyderabad","Ameerpet, Hyderabad",19.35,Cancelled,2025-10-04 19:09:37,2025-10-04 19:48:19.000
472,311,330,2025-07-14 22:12:46,"Indiranagar, Bangalore","MG Road, Bangalore",11.2,Completed,2025-07-15 18:01:46,2025-07-15 18:24:10.000
473,192,241,2026-01-15 14:22:24,"Saket, Delhi","Lajpat Nagar, Delhi",1.63,Completed,2026-01-15 17:53:24,2026-01-15 18:03:24.000
474,569,8,2025-07-31 21:34:34,"Juhu, Mumbai","Colaba, Mumbai",23.59,Completed,2025-08-01 10:26:34,2025-08-01 11:13:44.800
475,3,76,2025-08-29 00:21:05,"Koregaon Park, Pune","Aundh, Pune",20.14,Completed,2025-08-29 15:54:05,2025-08-29 16:34:21.800
476,67,8,2025-03-05 18:43:03,"Andheri, Mumbai","Bandra, Mumbai",24.71,Completed,2025-03-06 09:02:03,2025-03-06 09:51:28.200
477,185,397,2025-07-13 03:04:51,"Yelahanka, Bangalore","Hebbal, Bangalore",14.85,Completed,2025-07-13 18:28:51,2025-07-13 18:58:33.000
478,309,61,2025-10-01 07:37:22,"Connaught Place, Delhi","Lajpat Nagar, Delhi",7.56,Completed,2025-10-01 07:46:22,2025-10-01 08:01:29.200
479,83,11,2025-06-18 09:54:52,"Rajouri Garden, Delhi","Dwarka, Delhi",4.64,Completed,2025-06-18 19:40:52,2025-06-18 19:50:52.000
480,521,256,2026-01-31 11:38:39,"Whitefield, Bangalore","Jayanagar, Bangalore",8.13,Completed,2026-01-31 19:08:39,2026-01-31 19:24:54.600
481,170,289,2025-11-01 00:31:41,"Gachibowli, Hyderabad","Madhapur, Hyderabad",23.52,Completed,2025-11-01 06:33:41,2025-11-01 07:20:43.400
482,184,263,2025-06-26 14:04:10,"Kukatpally, Hyderabad","Ameerpet, Hyderabad",15.95,Completed,2025-06-26 16:38:10,2025-06-26 17:10:04.000
483,433,61,2025-08-19 04:04:52,"Powai, Mumbai","Colaba, Mumbai",9.64,Completed,2025-08-19 19:22:52,2025-08-19 19:42:08.800
484,238,330,2025-03-01 21:08:12,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",5.58,Completed,2025-03-02 20:47:12,2025-03-02 20:58:21.600
485,335,175,2025-03-27 20:03:31,"Ameerpet, Hyderabad","Gachibowli, Hyderabad",3.38,Cancelled,2025-03-28 02:31:31,2025-03-28 02:41:31.000
486,529,363,2025-05-11 20:26:40,"Bandra, Mumbai","Dadar, Mumbai",14.49,Completed,2025-05-12 04:50:40,2025-05-12 05:19:38.800
487,145,125,2025-12-20 09:28:06,"Koramangala, Bangalore","MG Road, Bangalore",1.76,Completed,2025-12-21 03:03:06,2025-12-21 03:13:06.000
488,68,99,2025-03-09 01:17:24,"Dwarka, Delhi","Lajpat Nagar, Delhi",6.17,Completed,2025-03-09 16:20:24,2025-03-09 16:32:44.400
489,465,175,2025-08-11 00:18:38,"Vasant Kunj, Delhi","Karol Bagh, Delhi",5.59,Completed,2025-08-11 22:30:38,2025-08-11 22:41:48.800
490,159,113,2025-06-01 11:49:39,"Shivajinagar, Pune","Koregaon Park, Pune",23.54,Completed,2025-06-02 10:31:39,2025-06-02 11:18:43.800
491,426,279,2025-08-31 11:40:11,"MG Road, Bangalore","Indiranagar, Bangalore",9.63,Completed,2025-09-01 10:01:11,2025-09-01 10:20:26.600
492,108,385,2026-02-12 04:52:58,"Saket, Delhi","Karol Bagh, Delhi",20.03,Completed,2026-02-12 20:49:58,2026-02-12 21:30:01.600
493,300,206,2025-03-27 23:19:29,"Aundh, Pune","Hinjewadi, Pune",20.97,Completed,2025-03-28 20:52:29,2025-03-28 21:34:25.400
494,356,268,2025-09-13 19:08:41,"Rajouri Garden, Delhi","Dwarka, Delhi",1.1,Completed,2025-09-14 01:33:41,2025-09-14 01:43:41.000
495,592,25,2025-09-20 23:02:55,"Rajouri Garden, Delhi","Karol Bagh, Delhi",21.31,Completed,2025-09-21 17:05:55,2025-09-21 17:48:32.200
496,344,245,2025-08-16 12:03:52,"Ghatkopar, Mumbai","Dadar, Mumbai",24.6,Completed,2025-08-16 15:35:52,2025-08-16 16:25:04.000
497,370,332,2025-12-01 15:51:17,"Lajpat Nagar, Delhi","Dwarka, Delhi",23.09,Completed,2025-12-02 09:40:17,2025-12-02 10:26:27.800
498,520,150,2025-07-31 17:41:52,"Viman Nagar, Pune","Kalyani Nagar, Pune",6.23,Completed,2025-08-01 03:41:52,2025-08-01 03:54:19.600
499,69,197,2026-01-23 07:42:13,"Juhu, Mumbai","Dadar, Mumbai",4.4,Cancelled,2026-01-24 05:56:13,2026-01-24 06:06:13.000
500,529,206,2025-11-03 04:12:33,"Connaught Place, Delhi","Rajouri Garden, Delhi",13.78,Cancelled,2025-11-03 14:13:33,2025-11-03 14:41:06.600
501,85,26,2025-09-12 06:09:55,"Lajpat Nagar, Delhi","Connaught Place, Delhi",16.36,Completed,2025-09-12 23:51:55,2025-09-13 00:24:38.200
502,229,57,2025-08-11 18:40:24,"Indiranagar, Bangalore","Whitefield, Bangalore",7.24,Cancelled,2025-08-12 00:01:24,2025-08-12 00:15:52.800
503,383,77,2025-12-28 01:58:44,"Yelahanka, Bangalore","Hebbal, Bangalore",2.32,Cancelled,2025-12-28 17:49:44,2025-12-28 17:59:44.000
504,215,78,2025-04-04 20:55:09,"Bandra, Mumbai","Ghatkopar, Mumbai",20.09,Cancelled,2025-04-04 21:42:09,2025-04-04 22:22:19.800
505,505,393,2025-05-24 20:34:46,"Kukatpally, Hyderabad","Madhapur, Hyderabad",10.24,Completed,2025-05-24 22:40:46,2025-05-24 23:01:14.800
506,596,4,2025-05-23 09:25:10,"Yelahanka, Bangalore","Whitefield, Bangalore",16.61,Cancelled,2025-05-23 16:37:10,2025-05-23 17:10:23.200
507,568,359,2025-04-26 04:15:30,"Andheri, Mumbai","Juhu, Mumbai",9.3,Completed,2025-04-26 10:21:30,2025-04-26 10:40:06.000
508,227,294,2025-06-08 04:38:40,"Gachibowli, Hyderabad","Hitech City, Hyderabad",13.4,Completed,2025-06-08 20:32:40,2025-06-08 20:59:28.000
509,421,31,2025-08-16 08:24:04,"Indiranagar, Bangalore","Whitefield, Bangalore",18.75,Completed,2025-08-16 20:04:04,2025-08-16 20:41:34.000
510,437,211,2025-11-22 20:44:18,"Bandra, Mumbai","Juhu, Mumbai",14.24,Completed,2025-11-23 16:37:18,2025-11-23 17:05:46.800
511,93,378,2025-09-21 13:11:29,"Banjara Hills, Hyderabad","Hitech City, Hyderabad",23.89,Completed,2025-09-21 21:09:29,2025-09-21 21:57:15.800
512,43,323,2026-02-17 15:42:43,"Koramangala, Bangalore","Yelahanka, Bangalore",18.87,Completed,2026-02-18 09:31:43,2026-02-18 10:09:27.400
513,48,232,2025-07-16 19:42:57,"Hebbal, Bangalore","Koramangala, Bangalore",12.49,Cancelled,2025-07-17 19:06:57,2025-07-17 19:31:55.800
